f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,label,frame,video_id
0.5075536,0.51784277,0.02165355,-0.0048572114,0.022191636,7.9771606e-10,0.13563594,0.03247643,0.025314879,1.0,0.025314879,0.041112654,76.71138,1.0,0.18231544,0.1663971,0.1037379,0.11007639,0.0075535504,0.017842788,9.0,4.0,0.5588086,0.5032616,0.0029003161,0.00022354301,0.014529319,9.253139e-05,0.18736658,0.110256836,0.03222268,0.2682927,0.065508984,0.043334734,78.43434,0.5365854,0.18206874,0.16813327,0.102839306,0.10995734,0.10865201,0.0353395,8.926829,4.4390244,0.117441304,0.04043861,0.013841708,0.007467064,0.0066866037,0.0044213445,0.07987443,0.05121331,0.017810574,0.44307077,0.031803425,0.02871687,43.248436,0.54538244,0.020228617,0.006988544,0.015035552,0.0014488498,0.07379469,0.019925825,2.9249992,2.036841,0.15233505,0.027094424,0.010759094,0.009142263,0.0037937844,0.0023222307,0.1271367,0.12810591,0.010684125,-1.0,0.06510436,0.0012908503,-1.3040009,-1.0,0.07158826,0.0020850748,0.05007746,-0.00044365227,0.15233503,0.027094416,5.0,3.0,duel,424.0,7b0d5ead-ba12-4cf4-9c09-d674574a2e67
0.58205533,0.47853428,0.023855355,-0.010565721,0.026090465,7.4055606e-10,0.18689686,0.050271,0.058719546,1.0,0.058719546,0.0956271,44.904854,0.0,0.18189864,0.16597553,0.103812344,0.11066963,0.08205535,0.02146572,11.0,5.0,0.5714481,0.50657594,0.003810276,0.0008177202,0.014516162,-8.4335144e-05,0.19747187,0.11908608,0.03270273,0.24390244,0.071410894,0.043585677,75.480736,0.5121951,0.18733509,0.16843945,0.10647915,0.10990721,0.12129157,0.038653877,9.341463,4.634146,0.12228146,0.043675628,0.01325743,0.008018939,0.006673133,0.004379569,0.081672944,0.047268752,0.017403055,0.4294345,0.031410426,0.02840735,40.12582,0.49985117,0.022098176,0.007193127,0.01667642,0.0014578159,0.07311606,0.021370098,2.9268289,2.115634,0.19492352,0.04461944,0.01094591,0.0063142264,-0.0034577465,-0.0025822986,0.13248502,0.093548834,0.003153731,0.0,0.06660609,0.003153731,-21.376793,0.0,0.07149334,0.0051035583,0.04919672,-0.001812838,0.1852765,0.044619445,6.0,3.0,pass,427.0,7b0d5ead-ba12-4cf4-9c09-d674574a2e67
0.7103,0.4335,0.009781655,-0.0018459657,0.009954314,-0.0115711605,0.30831903,0.18112642,0.06348015,0.0,0.06800735,0.06348015,41.653202,0.0,0.18203388,0.16753481,0.10531285,0.11003212,0.2103,0.0665,12.0,7.0,0.61453706,0.51376235,0.0055383393,0.0007650272,0.013375062,-0.00023130246,0.22483955,0.130291,0.03135455,0.24390244,0.0789259,0.042237494,77.96281,0.5609756,0.20039089,0.17122816,0.11619394,0.10990365,0.15066282,0.04584029,10.731708,5.097561,0.115675196,0.050002266,0.011711779,0.008163706,0.0074951993,0.0039806557,0.076285586,0.043109033,0.01779484,0.42943448,0.0334423,0.02915668,41.26611,0.49626797,0.022477275,0.005253859,0.016042558,0.0005438807,0.06164594,0.024254821,1.9757605,1.9356086,0.26332706,0.007958233,0.011488203,-0.007165295,-0.009483404,2.0808502e-10,0.14835636,0.028878562,-0.03676022,0.0,-0.00601881,-0.03676022,62.501335,1.0,0.040284663,0.01304172,0.028047994,-0.00015739352,0.123828314,0.007958248,6.0,3.0,duel,435.0,7b0d5ead-ba12-4cf4-9c09-d674574a2e67
0.6839158,0.51665056,-0.0046841833,0.00935054,0.010458211,-3.2168984e-10,0.24741659,0.13220666,0.04117991,0.0,0.05442564,0.04117991,73.45926,0.0,0.22656146,0.17146476,0.13612671,0.109165594,0.18391582,0.01665054,12.0,6.0,0.6655955,0.51361644,0.007230496,3.718521e-05,0.012501364,7.886039e-06,0.25591516,0.13746284,0.033094004,0.24390244,0.07336543,0.043976955,72.205,0.4390244,0.20950437,0.17294452,0.12165972,0.110577665,0.17022622,0.04569445,11.560976,5.780488,0.069896795,0.049549464,0.010087161,0.008094182,0.007953856,0.0038362483,0.05225599,0.04667075,0.016553842,0.42943445,0.028821286,0.027742105,30.092073,0.49626797,0.024448682,0.0065472876,0.016446287,0.0023106448,0.0577103,0.02350692,1.0370871,1.1793385,0.289529,-0.021355748,-0.0019653677,-0.008251065,0.00032332446,0.0011112674,0.17163475,0.056508534,0.0024242327,0.0,-0.03388357,0.0024242327,11.085503,0.0,0.055983648,0.00891313,0.031992137,0.0053173155,0.127871,-0.021355778,5.0,4.0,short_pass,442.0,7b0d5ead-ba12-4cf4-9c09-d674574a2e67
0.70101386,0.53578234,0.002813884,-0.0063176453,0.006915966,1.6355699e-10,0.27478063,0.14315061,0.038917504,0.0,0.081538126,0.038917504,63.283752,0.0,0.23384064,0.18584394,0.1355903,0.110072896,0.20101388,0.035782356,12.0,5.0,0.71045583,0.541053,0.0015350197,0.0032440561,0.007034531,-7.682213e-05,0.2863403,0.1516316,0.02881683,0.0,0.08751069,0.02881683,77.93485,0.4878049,0.22869685,0.18943778,0.12991238,0.11163999,0.21045578,0.045667034,11.756098,5.804878,0.024552856,0.030814085,0.0033949998,0.006326169,0.0038654907,0.0019631367,0.026703473,0.02132135,0.012712306,0.0,0.018309787,0.012712306,26.327171,0.49985117,0.02357738,0.018433731,0.012594697,0.0061627985,0.024552852,0.023438936,1.3575532,0.86163527,0.04113674,0.15079194,-0.0051503354,0.0068312986,-0.0031497078,-0.0026386708,0.022132158,-0.013467804,-0.055464923,0.0,0.033788234,-0.055464923,76.182236,1.0,-0.011603937,0.048936754,-0.0106724575,0.008351527,0.041136682,0.010408066,-3.0,-2.0,short_pass,457.0,7b0d5ead-ba12-4cf4-9c09-d674574a2e67
0.7238197,0.53293276,0.0026197014,0.0023327682,0.0035077974,8.431938e-11,0.2974112,0.13672917,0.047442876,0.0,0.08752597,0.047442876,60.475246,0.0,0.2334501,0.20768505,0.13088708,0.118057534,0.2238197,0.03293277,13.0,5.0,0.7248267,0.54708916,0.00066365744,-0.0011416717,0.005890179,7.0453054e-05,0.295477,0.15241297,0.030685183,0.0,0.09172049,0.030685183,76.67241,0.3902439,0.21491744,0.20612626,0.11897353,0.11397244,0.2248267,0.047511622,10.731708,5.487805,0.029725106,0.024182782,0.0043400554,0.005133469,0.003498319,0.002342111,0.03307607,0.023350151,0.01566678,0.0,0.012260596,0.01566678,51.593517,0.4878049,0.036602445,0.021195704,0.021646276,0.0074080364,0.029725105,0.023341794,2.152983,0.62943834,0.013131738,-0.10170901,-0.0069831954,-0.019262556,0.0028885715,-0.0013862526,-0.04801555,-0.037317477,-0.0033424776,0.0,-0.056094855,-0.0033424776,12.611053,0.0,-0.08373563,0.05491154,-0.065124646,0.008843914,0.013131678,-0.08810901,-4.0,-1.0,short_pass,469.0,7b0d5ead-ba12-4cf4-9c09-d674574a2e67
0.7528963,0.55309486,-0.0031036867,-0.0035051466,0.004681765,5.3034386e-11,0.32954174,0.15759405,0.063820004,0.0,0.09235429,0.063820004,37.665993,0.0,0.17357364,0.23012301,0.09327753,0.120531164,0.2528963,0.053094853,9.0,6.0,0.71118236,0.51666844,-0.0014064484,-0.0016311567,0.006511123,-6.5543485e-05,0.24407706,0.128706,0.024227817,0.0,0.07684029,0.024227817,128.7525,0.58536583,0.20696056,0.20451172,0.10628675,0.113038264,0.21118248,0.041736413,9.341463,4.878049,0.04435484,0.043991227,0.0051752385,0.0052533695,0.004077381,0.0021629522,0.08906389,0.034989525,0.01845678,0.0,0.021389117,0.01845678,112.64037,0.4926589,0.034781866,0.026355894,0.018355163,0.0077968324,0.04435483,0.021705724,2.0672803,1.0637053,-0.063040316,-0.053353667,-0.0021453248,0.0038145385,-0.0026872824,-0.00027963644,-0.16975154,-0.039274745,-0.021934865,0.0,-0.015218746,-0.021934865,400.35498,0.0,-0.007684469,-0.033329055,-0.038874745,-0.005024478,-0.06304027,0.019846354,-5.0,-1.0,short_pass,484.0,7b0d5ead-ba12-4cf4-9c09-d674574a2e67
0.6413618,0.45470563,0.00076175615,-0.000494363,0.00090811186,1.2894608e-11,0.21390209,0.12712054,0.0011949751,0.0,0.020503422,0.0011949751,898.4162,2.0,0.22705404,0.2149028,0.088062026,0.11545774,0.14136176,0.045294363,12.0,5.0,0.65259814,0.4530637,0.0006932194,-0.00062234356,0.0016553652,-1.0764151e-06,0.18590279,0.1616353,0.0033280118,0.46341464,0.023459636,0.0859796,458.8501,1.3658537,0.2035355,0.17357999,0.076732196,0.12645891,0.15259814,0.04693631,10.292683,4.731707,0.016222235,0.0072230557,0.001580213,0.00019096582,0.0008131241,0.00024602615,0.04225431,0.043510787,0.002913222,0.4986597,0.019865688,0.09017472,219.23003,0.4816688,0.038793635,0.04060512,0.019209882,0.0064743785,0.016222235,0.007223056,1.7424947,0.62564677,0.040603697,-0.024527252,0.004298513,0.00017248545,-4.4133514e-05,-0.00023062427,0.10630121,0.13509788,1.0770746e-05,1.0,-0.054504182,0.18595642,-8.670502,0.0,-0.08760728,-0.04485646,-0.0460797,0.019911885,0.040603727,0.024527237,1.0,0.0,duel,523.0,7b0d5ead-ba12-4cf4-9c09-d674574a2e67
0.64717615,0.45242056,0.0015761756,-0.0006794363,0.0017163808,3.5120986e-11,0.18193357,0.14635466,0.0057300054,1.0,0.0057300054,0.1761758,243.10649,2.0,0.24322408,0.22825399,0.084575854,0.1168023,0.14717618,0.047579437,12.0,5.0,0.65597177,0.45125258,0.0009898097,-0.00061101484,0.0016697405,9.70772e-06,0.19398263,0.17107995,0.0033604705,0.5365854,0.019498743,0.099814914,456.02878,1.3658537,0.19726332,0.17045881,0.07342226,0.127509,0.15597177,0.04874754,10.365853,4.756098,0.019070107,0.0074623656,0.0014388594,0.00019690703,0.0008210462,0.00024325437,0.037154708,0.042711392,0.002916837,0.4986597,0.018109266,0.09079104,221.67598,0.4816688,0.04197036,0.042578887,0.019991407,0.005808691,0.019070104,0.007462366,1.663908,0.6160649,0.05155039,-0.024482727,0.003939851,-0.00010275148,0.00039801584,0.00016251307,0.11261552,0.11099485,0.0021797318,1.0,-0.051546052,0.19152325,-270.96832,0.0,-0.082316265,-0.039568663,-0.0429215,0.0046916455,0.051550373,0.024482727,1.0,0.0,short_pass,526.0,7b0d5ead-ba12-4cf4-9c09-d674574a2e67
0.7286342,0.44328406,-0.011365844,0.0069840574,0.013340144,1.2276775e-10,0.26446247,0.2902291,0.04863714,1.0,0.04863714,0.10853047,31.22444,0.0,0.24856474,0.19975214,0.10651677,0.11760714,0.22863416,0.056715943,16.0,6.0,0.6314069,0.45973215,-0.008170543,0.002259493,0.011567316,-3.3887653e-05,0.16178842,0.1926802,0.01905525,0.73170733,0.031969924,0.09431565,288.4879,0.70731705,0.2256187,0.17184597,0.0946643,0.11996134,0.18079628,0.053525586,10.780488,4.365854,0.15496823,0.049189333,0.011936456,0.004899284,0.010224589,0.0033556095,0.06317986,0.11786467,0.016302852,0.44307077,0.02963627,0.044853464,343.0422,0.45499408,0.019702122,0.01893745,0.01055896,0.003556786,0.09271244,0.034294378,2.464501,1.427194,-0.34275046,0.09011686,-0.001771288,-7.7470206e-05,-0.0013893947,-0.0033986827,-0.11497868,-0.24909987,0.0012922576,-1.0,0.063086785,-0.110931784,-42.394287,0.0,0.032195598,-0.01874952,0.014032006,0.008892268,-0.17515047,-0.059316866,-3.0,-3.0,pass,604.0,7b0d5ead-ba12-4cf4-9c09-d674574a2e67
0.6495534,0.4723584,-0.021746585,0.008858406,0.023481594,1.6308603e-10,0.18419993,0.20468836,0.00997231,1.0,0.00997231,0.1406579,100.27767,1.0,0.246951,0.19771913,0.10618065,0.117242835,0.14955342,0.027641594,16.0,6.0,0.6073046,0.4664539,-0.008024373,0.0022257057,0.01176872,0.0002008458,0.15241349,0.17499535,0.019825738,0.6585366,0.036115255,0.08634819,246.00398,0.70731705,0.2277728,0.17237812,0.095723875,0.12015975,0.16726665,0.048710696,10.634147,4.1707315,0.15913254,0.04977691,0.012104621,0.004964723,0.01010009,0.0034877933,0.067006014,0.121488504,0.015880235,0.47420052,0.029394642,0.048831318,307.64166,0.45499405,0.019427959,0.019493556,0.010077981,0.0037628983,0.094123855,0.035076305,2.5447807,1.5125884,-0.31320503,0.0826717,0.0074128713,-0.003757747,0.008234676,0.0068223467,-0.15143514,-0.24030735,0.024378933,-1.0,0.038654312,-0.09876554,-927.8137,0.0,0.028769225,0.020718545,0.014533713,-0.00019772351,-0.20380504,-0.07967168,-2.0,-2.0,pass,607.0,7b0d5ead-ba12-4cf4-9c09-d674574a2e67
0.5601853,0.50013584,-0.02731466,0.00913584,0.028801981,3.1542616e-10,0.10250246,0.1106039,0.020054845,1.0,0.020054845,0.10008624,84.465126,1.0,0.2449055,0.19558534,0.105474666,0.11764255,0.060185343,0.00013584057,12.0,5.0,0.5844995,0.47263923,-0.007809999,0.0021579368,0.012311207,0.0001328828,0.1412702,0.15748535,0.021083435,0.63414633,0.038890507,0.079233155,203.9442,0.68292683,0.2296223,0.17385605,0.09715025,0.12013657,0.152191,0.043281443,10.536586,4.0,0.15817373,0.04863838,0.012426025,0.0051030735,0.009722879,0.0035243237,0.07103766,0.12166186,0.015288633,0.48166874,0.028210515,0.050078474,271.2664,0.46533623,0.018911127,0.01953011,0.008665825,0.0037729132,0.09485243,0.035228074,2.5860558,1.5460414,-0.3364005,0.09921718,-0.006488713,0.0043642255,0.005448195,-0.0031108966,-0.128979,-0.24602239,0.002650431,-1.0,0.06487045,-0.1211168,-439.2718,0.0,0.027785718,0.019933626,0.014877684,-0.00036030263,-0.1848005,-0.068217166,-3.0,-3.0,pass,610.0,7b0d5ead-ba12-4cf4-9c09-d674574a2e67
0.47712854,0.5216836,-0.027571466,0.007783584,0.028649082,-2.3116718e-10,0.067438595,0.027996914,0.050741453,1.0,0.050741453,0.066164576,64.89718,0.0,0.24254604,0.19352219,0.10538985,0.117980674,0.022871466,0.021683585,10.0,4.0,0.5586341,0.48026997,-0.008400269,0.0024087206,0.012820654,0.00023877661,0.13295546,0.14021832,0.022396846,0.5609756,0.044453323,0.07141549,153.56305,0.6585366,0.23159255,0.17521277,0.098263174,0.12015679,0.1398727,0.038553976,10.365853,3.7804878,0.15613423,0.04724875,0.012208209,0.0050590457,0.009307607,0.0035775204,0.07052562,0.1185767,0.014511688,0.49626794,0.02776483,0.05054988,219.99298,0.47420052,0.017867183,0.019406864,0.0077541233,0.0037660017,0.09083766,0.033694312,2.6664684,1.6004907,-0.37203005,0.10285169,-0.011508872,0.0014864225,0.009789841,0.0041405032,-0.10295387,-0.22219348,0.031862162,-1.0,0.0763766,-0.0941339,-974.6422,-1.0,0.027328089,0.018150166,0.015314005,0.00077949464,-0.15243003,-0.06865172,-2.0,-3.0,duel,613.0,7b0d5ead-ba12-4cf4-9c09-d674574a2e67
0.3363,0.5304,-0.017244384,0.004076056,0.017719567,0.0069413106,0.1613588,0.1465457,0.06315354,1.0,0.06315354,0.087191574,39.929825,0.0,0.22900915,0.18244848,0.104714565,0.09707928,0.1637,0.0304,7.0,1.0,0.29947492,0.5254236,-0.008287044,-0.0009471458,0.013087083,-0.00034689312,0.19246067,0.15438029,0.03592345,0.3902439,0.06929892,0.06308766,67.83375,0.36585367,0.22984365,0.17219579,0.09461232,0.12033398,0.20052503,0.03330752,5.02439,1.4146341,0.11921986,0.033119183,0.009826503,0.0064918296,0.0060831285,0.0031187322,0.11640684,0.11398013,0.02049462,0.48780486,0.025849074,0.052312102,48.253105,0.48166886,0.008522072,0.013222594,0.009168205,0.005025494,0.119219854,0.0251763,3.5164273,0.88277864,-0.2682298,-0.07562342,0.02086366,-0.013710893,-0.0142226145,6.8483924e-10,0.23558366,0.26322895,0.0044627488,0.0,0.054363795,0.0044627488,-32.583534,0.0,-0.021646097,-0.020848125,-0.022071637,0.0017275438,0.2682298,0.011426713,-8.0,-2.0,duel,636.0,7b0d5ead-ba12-4cf4-9c09-d674574a2e67
0.25124556,0.5772176,-0.020954438,0.0111176055,0.02372108,-6.218722e-11,0.2582683,0.20043175,0.06186554,1.0,0.06186554,0.16786167,56.005116,0.0,0.22715315,0.17806599,0.10425306,0.118772805,0.24875444,0.07721761,5.0,1.0,0.2762281,0.51509,-0.0063461233,-0.0021939573,0.012322408,-0.00021691884,0.21472031,0.18048124,0.03529735,0.3902439,0.07044921,0.06246155,68.920494,0.3902439,0.22718653,0.17212024,0.09251836,0.12014544,0.22377189,0.037689682,4.365854,1.2926829,0.12071549,0.04455687,0.009557287,0.006970846,0.005760161,0.0030317656,0.11897231,0.115214385,0.020898443,0.48780486,0.026804043,0.052794755,49.127243,0.4878049,0.009216079,0.011512488,0.009288124,0.0047050547,0.12071549,0.028151523,3.532125,0.8901602,-0.21418858,-0.10051966,0.014055779,-0.0044389614,-0.00889367,-0.008172992,0.22953781,0.27058977,-0.03206534,0.0,0.01602979,-0.03206534,27.315926,1.0,-0.033893332,0.019915104,-0.017719433,-0.005588539,0.21418858,0.04688033,-7.0,-1.0,pass,640.0,7b0d5ead-ba12-4cf4-9c09-d674574a2e67
0.19002455,0.5825518,-0.020575443,0.0046517607,0.021094734,-7.195937e-10,0.30494663,0.2585805,0.031188944,1.0,0.031188944,0.14462215,67.920105,0.0,0.22285202,0.17570955,0.0814915,0.11964913,0.30997545,0.08255176,2.0,1.0,0.2588701,0.5089936,-0.0060433913,-0.0019974445,0.012010066,-4.636863e-05,0.23347585,0.20082185,0.03441725,0.3902439,0.072461255,0.061581448,90.91405,0.41463414,0.22465324,0.17351893,0.091240995,0.11910061,0.24112985,0.042194773,3.8536584,1.195122,0.11874879,0.050074372,0.009527687,0.006993645,0.005996548,0.0028427977,0.11661935,0.11317272,0.021255422,0.48780486,0.027717246,0.05338679,151.04825,0.4926587,0.009798712,0.009446579,0.00959349,0.0055971574,0.1187488,0.028424101,3.4750745,0.8894918,-0.25167888,-0.051081955,-0.001054422,0.010566104,-0.0019011125,0.00011016059,0.274807,0.28698826,-0.02184558,0.0,0.04817659,-0.02184558,911.72437,0.0,-0.034073487,0.018327877,-0.017322794,-0.031347767,0.25167885,0.051081967,-7.0,-2.0,short_pass,643.0,7b0d5ead-ba12-4cf4-9c09-d674574a2e67
0.1424,0.5418,-0.007948754,-0.008353482,0.011530974,-0.0048101107,0.34052825,0.30101153,0.07261639,1.0,0.07261639,0.09970075,25.428501,0.0,0.22075567,0.17393757,0.08256126,0.11969044,0.3576,0.0418,0.0,0.0,0.2272496,0.50116336,-0.0063726874,-0.0016672838,0.011672593,-0.00022014306,0.26347896,0.2321431,0.033145744,0.3902439,0.07824565,0.06030994,125.13299,0.41463414,0.22145006,0.17415589,0.08970642,0.11888768,0.27275038,0.047366876,3.0731707,1.0,0.10455426,0.054109633,0.0091911275,0.0070288726,0.0064049577,0.002636725,0.10096089,0.09873245,0.022551015,0.4878049,0.029363537,0.054552574,191.9575,0.49265876,0.008515922,0.0056647067,0.009442388,0.00520335,0.10455424,0.026183665,3.1108797,0.8263939,-0.2897184,-0.054114997,-0.008366894,0.0044142986,-0.009025862,-2.1807275e-10,0.27642748,0.25054303,-0.028072003,-1.0,0.07627322,-0.032167345,467.645,1.0,-0.02439119,-0.018163845,-0.01285477,0.0038997978,0.2897184,0.054114994,-8.0,-3.0,duel,648.0,7b0d5ead-ba12-4cf4-9c09-d674574a2e67
0.20358624,0.40450013,0.0028862397,-0.006899863,0.007479204,-2.2580277e-10,0.3025579,0.29703355,0.043358527,0.0,0.051785346,0.043358527,53.82276,0.0,0.19860503,0.16100778,0.08819137,0.12980841,0.29641375,0.095499866,0.0,1.0,0.20296375,0.40166998,0.0015113314,-0.0017868828,0.0042775976,6.149172e-05,0.31366524,0.30194944,0.013073787,0.4878049,0.05636007,0.02915571,245.234,0.902439,0.19715774,0.16074124,0.08748016,0.1294345,0.29703626,0.098329976,0.24390244,0.58536583,0.022753654,0.04267673,0.0010853126,0.0042283586,0.002497229,0.0008807567,0.01002545,0.012802037,0.012273301,0.4998512,0.041192405,0.022582643,215.5463,0.29672012,0.005401724,0.0026760225,0.002163906,0.0032895415,0.022753652,0.04267673,0.42943445,0.49265894,0.05523503,-0.06717941,-0.0025487428,0.0026667707,0.00252116,-0.001959559,-0.015920311,0.010665476,0.021949446,1.0,-0.07886412,0.06299965,-674.32043,0.0,-0.009468779,-0.008917704,0.008048609,0.010333225,-0.05523503,0.06717941,-1.0,0.0,duel,694.0,7b0d5ead-ba12-4cf4-9c09-d674574a2e67
0.22273374,0.37930647,-0.0017662578,0.0028064777,0.0033160192,6.2782683e-12,0.31581268,0.30466035,0.027083827,1.0,0.027083827,0.06785359,65.44203,1.0,0.19104722,0.15592454,0.090247765,0.13447829,0.27726626,0.12069352,0.0,0.0,0.24573298,0.42518842,0.0024929296,0.0026665926,0.007455585,-2.9636863e-06,0.28755724,0.26616058,0.034199614,0.6585366,0.046828713,0.056869883,94.46864,0.4878049,0.19110931,0.15644634,0.089648284,0.12773177,0.254267,0.08526562,0.5609756,1.0,0.028734239,0.072816715,0.0019702408,0.008029303,0.005107956,0.0039255098,0.034048393,0.054953054,0.021786688,0.47420055,0.035306077,0.018501954,94.71983,0.49985117,0.0026437463,0.0025525242,0.0019336066,0.013311822,0.028734239,0.060239576,0.49626797,0.382546,0.10062751,0.14749971,0.00055871275,0.01340124,-0.00012151385,-0.00028490214,-0.076242775,-0.11997455,-0.0024300665,0.0,-0.0024300665,0.057410058,15.277008,0.0,-0.009521261,-0.005113527,0.0032033324,-0.031888343,-0.10062751,-0.05729973,1.0,0.0,duel,715.0,7b0d5ead-ba12-4cf4-9c09-d674574a2e67
0.28879523,0.50723773,0.0048952443,0.001837708,0.0052288226,2.3207518e-10,0.23819204,0.17390582,0.06900033,0.0,0.08458145,0.06900033,38.009277,0.0,0.189267,0.15643024,0.091977365,0.13638544,0.21120475,0.007237708,1.0,2.0,0.28183684,0.50406253,0.0025452662,0.006043675,0.0069248145,7.8697965e-05,0.2546116,0.19940414,24.401012,0.63414633,24.413641,24.435143,94.182396,0.4878049,0.18481183,0.15320256,0.08844224,0.12107619,0.21816309,0.059854552,0.7804878,1.3170732,0.038056813,0.07341339,0.0019486705,0.005382056,0.005274009,0.0039885696,0.033360586,0.06666633,154.09763,0.48166883,154.09564,154.09224,106.425064,0.6670632,0.02925036,0.024501344,0.014025511,0.025501098,0.038056813,0.042702008,0.51854384,0.86782664,0.11185156,0.24940446,0.0032442238,0.002426369,0.003226614,0.0012046403,-0.119302675,-0.11775218,998.99634,-1.0,998.99634,998.9528,-307.15067,-1.0,-0.19219483,-0.1569382,-0.08890455,-0.13352181,-0.11185154,-0.02900447,0.0,-1.0,duel,730.0,7b0d5ead-ba12-4cf4-9c09-d674574a2e67
0.31054494,0.55160135,0.0034449524,0.006501377,0.00735769,-7.57197e-11,0.22537877,0.17213862,0.03567306,1.0,0.03567306,0.11323639,70.83779,0.0,0.18861996,0.15634938,0.091660604,0.09802942,0.18945505,0.051601376,1.0,1.0,0.2910291,0.5264991,0.003051484,0.006352447,0.007354578,0.000113115515,0.24493937,0.18148053,28.581034,0.5714286,28.595829,28.614088,89.54253,0.4,0.1836482,0.15267177,0.0882444,0.11887467,0.20897089,0.048375238,0.9142857,1.4285715,0.03342623,0.053536143,0.0015929553,0.005750846,0.0055843582,0.0042985613,0.025737809,0.05484708,166.42548,0.49487162,166.42294,166.41982,109.00045,0.6845228,0.031511594,0.026481519,0.015170052,0.026993405,0.033426233,0.03504507,0.43892255,0.8713114,0.12043251,0.22808704,0.005084703,0.0036676563,0.00395904,0.0012046404,-0.12407081,-0.110855386,998.9698,-1.0,998.9698,998.9301,-61.367798,0.0,-0.19082731,-0.15545994,-0.0901898,-0.13472858,-0.120432526,-0.0076870397,0.0,0.0,short_pass,736.0,7b0d5ead-ba12-4cf4-9c09-d674574a2e67
0.4742665,0.43629494,0.0027664874,-0.003205043,0.0042338814,1.9365724e-10,0.07544055,0.16876571,0.0055963593,1.0,0.0055963593,0.22716483,197.14627,1.0,0.22789907,0.17259492,0.12367587,0.07671452,0.025733512,0.06370504,4.0,1.0,0.45855257,0.36655566,-0.0030168318,-0.004921703,0.010629505,0.0004874342,0.1360628,0.21965508,0.042332835,0.7804878,0.06687725,0.1810708,276.06897,0.5609756,0.22450095,0.1683938,0.11408207,0.12245169,0.05678085,0.13344428,3.9756098,1.4634147,0.06385279,0.08822795,0.010645311,0.0071559963,0.009212438,0.0028118293,0.09835233,0.108458735,0.048019335,0.41391617,0.09006792,0.054340784,328.5573,0.49626794,0.008915344,0.0332975,0.0049431925,0.052529134,0.05070509,0.08822795,1.1993455,0.7993156,-0.17548546,-0.18759122,-0.021643976,0.0061261,0.019984799,-0.0010541653,0.25861165,0.33749253,0.11991616,-1.0,0.24337417,-0.10604514,-451.0782,-1.0,-0.008069932,-0.09134063,-0.01170367,0.09666767,0.17548543,0.18759122,0.0,-2.0,pass,82.0,6005de61-39b8-493a-b1a8-b197d1a70e49
0.5042275,0.27532518,-0.0066362335,-0.016687404,0.017958539,-7.403258e-10,0.22840354,0.29633743,0.113521665,1.0,0.113521665,0.12484067,0.0,0.0,0.22316073,0.13718481,0.112925254,0.19102003,0.004227533,0.2246748,5.0,3.0,0.41856188,0.32282954,-0.0033504106,-0.0043459395,0.013023361,0.0001179828,0.2044239,0.29860452,0.07360736,0.5365854,0.12478241,0.15738496,142.47797,0.31707317,0.20982464,0.14590319,0.10361498,0.144498,0.09677144,0.17717047,3.5365853,1.0,0.09585404,0.08864696,0.012191214,0.0076743853,0.008247816,0.004287391,0.112115666,0.12967114,0.054245714,0.4986597,0.10504584,0.051093798,284.5669,0.46533623,0.036226146,0.021690676,0.023368176,0.04976284,0.08034577,0.08864696,1.7819906,0.9370426,-0.12700626,-0.17589468,0.0049062995,0.0010482622,0.005015008,0.00017771366,0.300554,0.26929694,0.11193413,-1.0,0.2518804,-0.11640851,-1030.8002,-1.0,-0.12549043,-0.05680497,-0.07050891,0.09181317,0.12700626,0.17589468,-3.0,-1.0,ball_loss,92.0,6005de61-39b8-493a-b1a8-b197d1a70e49
0.4266143,0.27314463,-0.0070928456,-0.003327679,0.007834661,-2.950841e-10,0.20792468,0.3541325,0.08483679,0.0,0.15954097,0.08483679,11.787339,0.0,0.22195312,0.13648045,0.05855111,0.15597843,0.07338569,0.22685535,4.0,0.0,0.45851436,0.28956884,-0.0022207303,-0.0010077219,0.004088805,-0.00018347915,0.18408535,0.32664144,0.042910915,0.34146342,0.096068904,0.06516719,281.81567,0.58536583,0.2207448,0.12956542,0.06866758,0.15450446,0.055505253,0.21043113,3.9268293,0.5609756,0.045727443,0.021156808,0.003932798,0.0019319415,0.0029031234,0.0008394327,0.021996453,0.034722466,0.059874803,0.47420055,0.08153926,0.05213025,343.10968,0.4926589,0.0314429,0.02214983,0.022913914,0.008525284,0.027041106,0.02115681,1.5986313,0.76664555,-0.10784027,-0.049640894,-0.005109153,-0.002509563,-0.005215283,0.002307361,-0.026414812,-0.026379436,-0.2637339,1.0,-0.31331554,-0.20528412,662.45245,1.0,-0.1695655,-0.07966867,0.061266344,0.00038909912,0.052240245,0.04964091,4.0,-1.0,duel,173.0,6005de61-39b8-493a-b1a8-b197d1a70e49
